,ROUTE,Number_of_Trips,Average_Actual_distance_to_destination,#source_states,#destination_states,destination_states,source_states,source_cities,route_type,destination_cities
142,Ranchi Bokaro Phusro Peterbar -- Bokaro Peterbar Phusro Ranchi,19.0,109.7270839376442,1,1,Jharkhand,Jharkhand,Ranchi Bokaro Phusro Peterbar,Carting,Bokaro Peterbar Phusro Ranchi
143,MAA -- Chennai,19.0,34.42565421828793,1,1,Tamil Nadu,Tamil Nadu,MAA,Carting,Chennai
144,Ahmedabad -- Ahmedabad,19.0,24.23584099647792,1,1,Gujarat,Gujarat,Ahmedabad,Carting,Ahmedabad
145,Bengaluru -- Bengaluru,19.0,34.19900453183078,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
146,Mumbai -- Bhiwandi,19.0,21.510987659854877,1,1,Maharashtra,Hub Maharashtra,Mumbai,Carting,Bhiwandi
147,Mumbai -- Mumbai,19.0,17.089211797796327,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
148,Bhiwandi Mumbai -- Mumbai Bhiwandi,19.0,17.41830825752287,1,1,Maharashtra,Maharashtra,Bhiwandi Mumbai,Carting,Mumbai Bhiwandi
149,Hubli Khanapur Kittur Belgaum -- Belgaum Hubli Kittur Khanapur,19.0,131.6251121359039,1,1,Karnataka,Karnataka,Hubli Khanapur Kittur Belgaum,FTL,Belgaum Hubli Kittur Khanapur
150,Bhiwandi Mumbai -- Mumbai Bhiwandi,19.0,28.5172841139472,1,1,Maharashtra,Maharashtra,Bhiwandi Mumbai,Carting,Mumbai Bhiwandi
151,Nawalgarh Rajgarh Taranagar Sikar Pilani -- Pilani Taranagar Sikar Nawalgarh Rajgarh,19.0,112.8165938691241,1,1,Rajasthan,Rajasthan,Nawalgarh Rajgarh Taranagar Sikar Pilani,FTL,Pilani Taranagar Sikar Nawalgarh Rajgarh
152,Bengaluru -- Bengaluru,19.0,10.488713989118146,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
153,Surat -- Surat,19.0,15.56291785057503,1,1,Gujarat,Gujarat,Surat,Carting,Surat
154,Bhiwandi -- Delhi,19.0,1114.2146702968728,1,1,Delhi,Maharashtra,Bhiwandi,FTL,Delhi
155,Del -- Sonipat,19.0,40.936321813705476,1,1,Haryana,Delhi,Del,Carting,Sonipat
156,Gurgaon -- Delhi,19.0,45.9885464480844,1,1,Delhi,Haryana,Gurgaon,Carting,Delhi
157,Gurgaon -- Delhi,19.0,33.45550197777104,1,1,Delhi,Haryana,Gurgaon,Carting,Delhi
158,Bhadrak Kendujhar Karanjia Barbil Joda -- Joda Karanjia Bhadrak Kendujhar Barbil,19.0,230.36360282593728,1,1,Orissa,Orissa,Bhadrak Kendujhar Karanjia Barbil Joda,FTL,Joda Karanjia Bhadrak Kendujhar Barbil
159,Chhatarpur Tikamgarh Satna Panna -- Tikamgarh Satna Chhatarpur Panna,19.0,292.0929347702137,1,1,Madhya Pradesh,Madhya Pradesh,Chhatarpur Tikamgarh Satna Panna,FTL,Tikamgarh Satna Chhatarpur Panna
160,Gurgaon -- Delhi,19.0,61.11810240822029,1,1,Delhi,Haryana,Gurgaon,Carting,Delhi
161,Ahmedabad -- Ahmedabad,19.0,23.83853420480188,1,1,Gujarat,Gujarat,Ahmedabad,Carting,Ahmedabad
162,Hyderabad Kurnool -- Kurnool Bengaluru,19.0,390.99958024585703,2,2,Andhra Pradesh Karnataka,Telangana Andhra Pradesh,Hyderabad Kurnool,FTL,Kurnool Bengaluru
163,Gurgaon Loharu ChrkhiDdri Jhajjar Bhiwani -- Jhajjar ChrkhiDdri Gurgaon Bhiwani Loharu,19.0,128.53477252541197,1,1,Haryana,Haryana,Gurgaon Loharu ChrkhiDdri Jhajjar Bhiwani,FTL,Jhajjar ChrkhiDdri Gurgaon Bhiwani Loharu
164,Ranchi -- Dhanbad,19.0,120.07836781529025,1,1,Jharkhand,Jharkhand,Ranchi,Carting,Dhanbad
165,Mumbai -- Bhiwandi,19.0,21.50850443860566,1,1,Maharashtra,Hub Maharashtra,Mumbai,Carting,Bhiwandi
166,"Musiri Thuraiyur Perambalur Ariyalur Lalpet Jayamkondan
 Kulithalai -- Thuraiyur Perambalur Ariyalur Jayamkondan Kulithalai Lalpet
 Tiruchi",19.0,219.84512096769882,1,1,Tamil Nadu,Tamil Nadu,"Musiri Thuraiyur Perambalur Ariyalur Lalpet Jayamkondan
 Kulithalai",FTL,"Thuraiyur Perambalur Ariyalur Jayamkondan Kulithalai Lalpet
 Tiruchi"
167,Hapur GZB Pilkhuwa -- GZB Pilkhuwa Hapur,19.0,68.00542382233812,1,1,Uttar Pradesh,Uttar Pradesh,Hapur GZB Pilkhuwa,Carting,GZB Pilkhuwa Hapur
168,Bhopal -- Bhopal,19.0,14.343240423301964,1,1,Madhya Pradesh,Madhya Pradesh,Bhopal,Carting,Bhopal
169,MAA Chennai -- Chennai MAA,19.0,41.3030389310426,1,1,Tamil Nadu,Tamil Nadu,MAA Chennai,Carting,Chennai MAA
170,Ludhiana Jalandhar -- Jalandhar Amritsar,19.0,129.28915417427098,1,1,Punjab,Punjab,Ludhiana Jalandhar,FTL,Jalandhar Amritsar
171,Bengaluru -- Bengaluru,19.0,28.017785282046912,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
172,Gurgaon -- Sonipat,19.0,69.96866561560665,1,1,Haryana,Haryana,Gurgaon,Carting,Sonipat
173,Bhiwandi -- Mumbai,19.0,16.45916860215348,1,1,Maharashtra,Maharashtra,Bhiwandi,Carting,Mumbai
174,Mumbai -- Mumbai,19.0,10.919129155550312,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
175,Mumbai -- Nalasopara Mumbai,19.0,29.88209368175005,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Nalasopara Mumbai
176,Junagadh Veraval Kodinar Una Talala Mangrol -- Junagadh Kodinar Una Talala Mangrol Veraval,19.0,179.53859606080465,1,1,Gujarat,Gujarat,Junagadh Veraval Kodinar Una Talala Mangrol,Carting,Junagadh Kodinar Una Talala Mangrol Veraval
177,Delhi -- FBD,19.0,19.968008833079416,1,1,Haryana,Delhi,Delhi,Carting,FBD
178,Gurgaon -- GGN,19.0,29.54713311711355,1,1,Haryana,Haryana,Gurgaon,Carting,GGN
179,Mumbai -- Mumbai,19.0,17.617532377928775,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
180,Tirupati Puttur Koduru Rajampet -- Puttur Koduru Rajampet Tirupati,19.0,177.32716662228032,1,1,Andhra Pradesh,Andhra Pradesh,Tirupati Puttur Koduru Rajampet,Carting,Puttur Koduru Rajampet Tirupati
181,Bengaluru -- Bengaluru,19.0,31.80716774276172,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
182,Makrana Degana Merta Ajmer Kishangarh Parbatsar -- Degana Merta Ajmer Kishangarh Parbatsar Makrana,19.0,131.91646153831778,1,1,Rajasthan,Rajasthan,Makrana Degana Merta Ajmer Kishangarh Parbatsar,FTL,Degana Merta Ajmer Kishangarh Parbatsar Makrana
183,Jaipur -- Jaipur,19.0,24.703338450733167,1,1,Rajasthan,Rajasthan,Jaipur,Carting,Jaipur
184,Ahmedabad -- Ahmedabad,19.0,25.511464287797622,1,1,Gujarat,Gujarat,Ahmedabad,Carting,Ahmedabad
185,Delhi -- Gurgaon,18.0,46.324555742076704,1,1,Haryana,Delhi,Delhi,Carting,Gurgaon
186,Chennai -- Chennai,18.0,34.2076974260714,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,Chennai
187,Coimbatore Udumalpet Pollachi -- Udumalpet Pollachi Coimbatore,18.0,134.6804793837247,1,1,Tamil Nadu,Tamil Nadu,Coimbatore Udumalpet Pollachi,Carting,Udumalpet Pollachi Coimbatore
188,Delhi -- Gurgaon,18.0,46.20547291922624,1,1,Haryana,Delhi,Delhi,Carting,Gurgaon
189,Delhi Kanpur -- Kanpur Allahabad,18.0,564.6127367516489,2,1,Uttar Pradesh,Delhi Uttar Pradesh,Delhi Kanpur,FTL,Kanpur Allahabad
190,Kurnool Nandyal Betamcherla Bngnpalle Dhone -- Nandyal Bngnpalle Kurnool Betamcherla Dhone,18.0,119.25327842259341,1,1,Andhra Pradesh,Andhra Pradesh,Kurnool Nandyal Betamcherla Bngnpalle Dhone,FTL,Nandyal Bngnpalle Kurnool Betamcherla Dhone
191,Vadodara -- Anand,18.0,33.349457940598924,1,1,Gujarat,Gujarat,Vadodara,Carting,Anand
192,SrinagarUK Karnaprayag Chamoli -- Karnaprayag Chamoli SrinagarUK,18.0,95.57959404069337,1,1,Uttarakhand,Uttarakhand,SrinagarUK Karnaprayag Chamoli,FTL,Karnaprayag Chamoli SrinagarUK
193,Kolkata Bagnan Kolaghat Ghatal -- Bagnan Kolaghat Panskura Kolkata,18.0,104.81452353418939,1,1,West Bengal,West Bengal,Kolkata Bagnan Kolaghat Ghatal,Carting,Bagnan Kolaghat Panskura Kolkata
194,Chhata Kaman -- Kaman FBD,18.0,71.38297952717986,2,2,Rajasthan Haryana,Uttar Pradesh Rajasthan,Chhata Kaman,Carting,Kaman FBD
195,Gurgaon -- Bhopal,18.0,562.9570494722188,1,1,Madhya Pradesh,Haryana,Gurgaon,FTL,Bhopal
196,Bengaluru -- Bengaluru,18.0,31.090644997021254,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
197,Haridwar Kotdwara -- Kotdwara Haridwar,18.0,75.12494454863565,1,1,Uttarakhand,Uttarakhand,Haridwar Kotdwara,FTL,Kotdwara Haridwar
198,Chennai -- MAA,18.0,31.426689101875542,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,MAA
199,Rudrapur Ramnagar Kashipur -- Ramnagar Kashipur Rudrapur,18.0,123.36078362179336,1,1,Uttarakhand,Uttarakhand,Rudrapur Ramnagar Kashipur,FTL,Ramnagar Kashipur Rudrapur
200,Jalandhar Chandigarh Ludhiana -- Ludhiana Jalandhar Chandigarh,18.0,199.81552842909161,2,1,Punjab,Road Punjab Punjab,Jalandhar Chandigarh Ludhiana,FTL,Ludhiana Jalandhar Chandigarh
201,Delhi -- Bhiwandi,18.0,1114.1821965403951,1,1,Maharashtra,Delhi,Delhi,FTL,Bhiwandi
202,Bhiwandi Mumbai -- Mumbai Bhiwandi,18.0,22.73714664267863,1,1,Maharashtra,Maharashtra,Bhiwandi Mumbai,Carting,Mumbai Bhiwandi
203,Gurgaon -- Sasaram,18.0,804.2106701511767,1,1,Bihar,Haryana,Gurgaon,FTL,Sasaram
204,Mumbai -- Mumbai,18.0,17.777542116321545,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
205,Kolkata Hooghly Hoogly -- Hooghly Kolkata Hoogly,18.0,41.71612379644578,1,1,West Bengal,West Bengal,Kolkata Hooghly Hoogly,Carting,Hooghly Kolkata Hoogly
206,Karimnagar Kaghaznagar Mancherial Asifabad Bellmpalli -- Mancherial Karimnagar Bellmpalli Asifabad Kaghaznagar,18.0,129.91451023614206,1,1,Telangana,Telangana,Karimnagar Kaghaznagar Mancherial Asifabad Bellmpalli,FTL,Mancherial Karimnagar Bellmpalli Asifabad Kaghaznagar
207,Boisar Dahanu -- Dahanu Boisar,18.0,38.54344427562279,1,1,Maharashtra,Maharashtra,Boisar Dahanu,Carting,Dahanu Boisar
208,Delhi Janakpuri -- Janakpuri Delhi,18.0,16.027530349093183,1,1,Delhi,Delhi,Delhi Janakpuri,Carting,Janakpuri Delhi
209,Parakkdavu Mundakayam Karukachal -- Mundakayam Karukachal Parakkdavu Kottayam,18.0,23.422071378074513,1,1,Kerala,Kerala,Parakkdavu Mundakayam Karukachal,Carting,Mundakayam Karukachal Parakkdavu Kottayam
210,Delhi Gurgaon -- Gurgaon Kolkata,18.0,1263.1132114856546,2,2,Haryana West Bengal,Delhi Haryana,Delhi Gurgaon,FTL,Gurgaon Kolkata
211,Bengaluru Bhubaneshwar -- Bhubaneshwar Kolkata,18.0,1567.5775073229772,2,2,Orissa West Bengal,Karnataka Orissa,Bengaluru Bhubaneshwar,FTL,Bhubaneshwar Kolkata
212,Jamnagar Khambhalia Bhatiya Dwarka -- Khambhalia Bhatiya Dwarka Rajkot,18.0,100.27071622028542,1,1,Gujarat,Gujarat,Jamnagar Khambhalia Bhatiya Dwarka,FTL,Khambhalia Bhatiya Dwarka Rajkot
213,Bengaluru -- Bengaluru,18.0,28.15583967527745,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
214,Gurgaon -- Sonipat,18.0,70.70500961450196,1,1,Haryana,Haryana,Gurgaon,Carting,Sonipat
215,Junagadh Porbandar Jamjodhpur Bhanvad -- Porbandar Bhanvad Junagadh Jamjodhpur,18.0,139.49277856027587,1,1,Gujarat,Gujarat,Junagadh Porbandar Jamjodhpur Bhanvad,Carting,Porbandar Bhanvad Junagadh Jamjodhpur
216,Pune -- Gurgaon,18.0,1120.729445880629,1,1,Haryana,Maharashtra,Pune,FTL,Gurgaon
217,Balotra Pokhran Phalodi Barmer Jaisalmer Jodhpur -- Barmer Phalodi Jodhpur Jaisalmer Pokhran Balotra,18.0,332.0340221422344,1,1,Rajasthan,Rajasthan,Balotra Pokhran Phalodi Barmer Jaisalmer Jodhpur,FTL,Barmer Phalodi Jodhpur Jaisalmer Pokhran Balotra
218,Hyderabad Warangal Ghanpur Jangaon -- Warangal Ghanpur Jangaon Hyderabad,18.0,266.37117250543355,1,1,Telangana,Telangana,Hyderabad Warangal Ghanpur Jangaon,FTL,Warangal Ghanpur Jangaon Hyderabad
219,Bhiwandi Sonipat -- Sonipat Chandigarh,18.0,1129.6097046756192,2,2,Haryana Punjab,Maharashtra Haryana,Bhiwandi Sonipat,FTL,Sonipat Chandigarh
220,Muzaffrpur Kanti Saraiya -- Kanti Saraiya Muzaffrpur,18.0,45.53792755604781,1,1,Bihar,Bihar,Muzaffrpur Kanti Saraiya,Carting,Kanti Saraiya Muzaffrpur
221,Bengaluru -- Bengaluru,18.0,10.429366974617116,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
222,Jalandhar Phagwara -- Phagwara Jalandhar,18.0,19.8953235717082,1,1,Punjab,Punjab,Jalandhar Phagwara,Carting,Phagwara Jalandhar
223,Buxar Dumraon Jagdishpur Sasaram -- Dumraon Jagdishpur Sasaram Buxar,18.0,104.39343308983575,1,1,Bihar,Bihar,Buxar Dumraon Jagdishpur Sasaram,FTL,Dumraon Jagdishpur Sasaram Buxar
224,Chennai -- MAA,18.0,31.564109096480667,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,MAA
225,Guwahati -- Kolkata Delhi,18.0,1411.2084238132204,1,2,West Bengal Delhi,Assam,Guwahati,FTL,Kolkata Delhi
226,Gurgaon -- GGN,18.0,29.68134182383261,1,1,Haryana,Haryana,Gurgaon,Carting,GGN
227,Mumbai -- Bhiwandi,18.0,20.032646398536563,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Bhiwandi
228,Hyderabad Kadthal Kalwakurthy Devarakonda Haliya -- Kadthal Kalwakurthy Devarakonda Haliya Hyderabad,18.0,198.78046089478036,1,1,Telangana,Telangana,Hyderabad Kadthal Kalwakurthy Devarakonda Haliya,FTL,Kadthal Kalwakurthy Devarakonda Haliya Hyderabad
229,Sonari Sivasagar -- Sivasagar Sonari,18.0,38.566464922746675,1,1,Assam,Assam,Sonari Sivasagar,Carting,Sivasagar Sonari
230,Surat -- Delhi,18.0,931.9808211513217,1,1,Delhi,Gujarat,Surat,FTL,Delhi
231,Gorakhpur Deoria Kushinagar Padrauna Kaptanganj Salempur -- Deoria Salempur Padrauna Kaptanganj Gorakhpur Kushinagar,18.0,148.27988522711587,1,1,Uttar Pradesh,Uttar Pradesh,Gorakhpur Deoria Kushinagar Padrauna Kaptanganj Salempur,FTL,Deoria Salempur Padrauna Kaptanganj Gorakhpur Kushinagar
232,Gorakhpur Sahatwar Bariya Ratanpura Sikandarpur -- Sikandarpur Bariya Ratanpura Gorakhpur Sahatwar,18.0,212.72685336813433,1,1,Uttar Pradesh,Uttar Pradesh,Gorakhpur Sahatwar Bariya Ratanpura Sikandarpur,FTL,Sikandarpur Bariya Ratanpura Gorakhpur Sahatwar
233,Sonipat -- Gurgaon,17.0,71.95184782858702,1,1,Haryana,Haryana,Sonipat,Carting,Gurgaon
234,FBD Faridabad -- Faridabad FBD,17.0,19.548507394443032,1,1,Haryana,Haryana,FBD Faridabad,Carting,Faridabad FBD
235,Coimbatore Kotagiri Ooty Coonoor Gudalur -- Coonoor Ooty Gudalur Kotagiri Coimbatore,17.0,88.51009753679902,1,1,Tamil Nadu,Tamil Nadu,Coimbatore Kotagiri Ooty Coonoor Gudalur,Carting,Coonoor Ooty Gudalur Kotagiri Coimbatore
236,GGN -- Gurgaon,17.0,29.79507173798001,1,1,Haryana,Haryana,GGN,Carting,Gurgaon
237,Rudrapur Nainital Ranikhet Almora Pithorgarh -- Nainital Ranikhet Almora Pithorgarh Rudrapur,17.0,165.51322902390973,1,1,Uttarakhand,Uttarakhand,Rudrapur Nainital Ranikhet Almora Pithorgarh,FTL,Nainital Ranikhet Almora Pithorgarh Rudrapur
238,Gurgaon -- Ahmedabad,17.0,735.5504501901656,1,1,Gujarat,Haryana,Gurgaon,FTL,Ahmedabad
239,Pune -- Pune,17.0,21.94865558451499,1,1,Maharashtra,Maharashtra,Pune,Carting,Pune
240,Madurai Sivakasi Sankaran Maharajapuram Rajpalayam -- Sivakasi Sankaran Rajpalayam Madurai Maharajapuram,17.0,174.51114142534493,1,1,Tamil Nadu,Tamil Nadu,Madurai Sivakasi Sankaran Maharajapuram Rajpalayam,FTL,Sivakasi Sankaran Rajpalayam Madurai Maharajapuram
241,Delhi -- Gurgaon,17.0,32.97078865230509,1,1,Haryana,Delhi,Delhi,Carting,Gurgaon
242,HBR Bengaluru -- Bengaluru HBR,17.0,21.028436052579917,1,1,Karnataka,Karnataka,HBR Bengaluru,Carting,Bengaluru HBR
243,BOM -- LowerParel,17.0,15.486131147027121,1,1,Maharashtra,Maharashtra,BOM,Carting,LowerParel
244,Salem Tirchngode -- Tirchngode Mettur,17.0,83.23061756998041,1,1,Tamil Nadu,Tamil Nadu,Salem Tirchngode,Carting,Tirchngode Mettur
245,Chandigarh BilaspurHP SundarNgr Mandi Kullu -- BilaspurHP SundarNgr Mandi Kullu Chandigarh,17.0,193.80095065304133,2,2,Himachal Pradesh Punjab,Punjab Himachal Pradesh,Chandigarh BilaspurHP SundarNgr Mandi Kullu,FTL,BilaspurHP SundarNgr Mandi Kullu Chandigarh
246,Bengaluru -- Bengaluru,17.0,28.05594748250433,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
247,Gurgaon -- Delhi,17.0,62.94344109108103,1,1,Delhi,Haryana,Gurgaon,Carting,Delhi
248,Islampur Karad Chiplun Khed Kolhapur -- Karad Chiplun Khed Kolhapur Islampur,17.0,156.0095041830127,1,1,Maharashtra,Maharashtra,Islampur Karad Chiplun Khed Kolhapur,FTL,Karad Chiplun Khed Kolhapur Islampur
249,Guna Ashokngr -- Guna Ashokngr,17.0,95.40722061935475,1,1,Madhya Pradesh,Madhya Pradesh,Guna Ashokngr,FTL,Guna Ashokngr
250,Thiruvarur Thirthurpondi Pushpavanam -- Thirthurpondi Pushpavanam Thiruvarur,17.0,82.10343940313976,1,1,Tamil Nadu,Tamil Nadu,Thiruvarur Thirthurpondi Pushpavanam,Carting,Thirthurpondi Pushpavanam Thiruvarur
251,Bilimora Vansda -- Vansda Bilimora,17.0,57.158576351701576,1,1,Gujarat,Gujarat,Bilimora Vansda,Carting,Vansda Bilimora
252,Pune -- PNQ,17.0,21.320454573293834,1,1,Maharashtra,Maharashtra,Pune,Carting,PNQ
253,FBD -- Gurgaon,17.0,46.34470715349507,1,1,Haryana,Haryana,FBD,Carting,Gurgaon
254,Bengaluru -- Bengaluru,17.0,42.28972443169045,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
255,Tirpur Dharapuram Kangayam Tirupur Avinashi -- Dharapuram Kangayam Tirupur Avinashi Tirpur,17.0,107.97124477880023,1,1,Tamil Nadu,Tamil Nadu,Tirpur Dharapuram Kangayam Tirupur Avinashi,Carting,Dharapuram Kangayam Tirupur Avinashi Tirpur
256,Bhopal -- Bhopal,17.0,18.34783999326786,1,1,Madhya Pradesh,Madhya Pradesh,Bhopal,Carting,Bhopal
257,FBD Faridabad -- Faridabad FBD,17.0,10.336929000742131,1,1,Haryana,Haryana,FBD Faridabad,Carting,Faridabad FBD
258,Bengaluru -- Bengaluru,17.0,28.032800023958558,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
259,Silchar -- Guwahati,17.0,175.76337277221344,1,1,Assam,Assam,Silchar,FTL,Guwahati
260,Naraingarh Lalru Chandigarh -- Lalru Chandigarh Naraingarh,17.0,39.1533543649324,2,2,Punjab Haryana,Haryana Punjab,Naraingarh Lalru Chandigarh,Carting,Lalru Chandigarh Naraingarh
261,Dausa Hindaun Karauli Gangapur Jaipur Bassi Lalsot -- Hindaun Karauli Gangapur Jaipur Bassi Dausa Lalsot,17.0,232.40831012992058,1,1,Rajasthan,Rajasthan,Dausa Hindaun Karauli Gangapur Jaipur Bassi Lalsot,Carting,Hindaun Karauli Gangapur Jaipur Bassi Dausa Lalsot
262,Tirupati Sriklahsti Venktagiri Gudur -- Sriklahsti Venktagiri Gudur Tirupati,17.0,153.8658656738082,1,1,Andhra Pradesh,Andhra Pradesh,Tirupati Sriklahsti Venktagiri Gudur,FTL,Sriklahsti Venktagiri Gudur Tirupati
263,Bengaluru -- Bengaluru,17.0,41.498607893988435,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
264,Nadiad Umreth Anand -- Umreth Anand Nadiad,17.0,49.984536626914384,1,1,Gujarat,Gujarat,Nadiad Umreth Anand,Carting,Umreth Anand Nadiad
265,Hospet Gangavathi Koppal -- Gangavathi Koppal Hospet,17.0,79.30218899652768,1,1,Karnataka,Karnataka,Hospet Gangavathi Koppal,Carting,Gangavathi Koppal Hospet
266,Chandigarh -- Gurgaon,17.0,236.73887620875811,1,1,Haryana,Punjab,Chandigarh,FTL,Gurgaon
267,Gurgaon -- Sonipat,17.0,70.59735424475063,1,1,Haryana,Haryana,Gurgaon,Carting,Sonipat
268,Rajamundry Amalapuram Draksharamam Palakollu Razole -- Palakollu Draksharamam Rajamundry Amalapuram Razole,17.0,93.98444699264294,1,1,Andhra Pradesh,Andhra Pradesh,Rajamundry Amalapuram Draksharamam Palakollu Razole,FTL,Palakollu Draksharamam Rajamundry Amalapuram Razole
269,Rampur Bareilly Faridpur -- Bareilly Faridpur Rampur,17.0,137.41070985141937,1,1,Uttar Pradesh,Uttar Pradesh,Rampur Bareilly Faridpur,FTL,Bareilly Faridpur Rampur
270,Muzaffrngr Deoband Dehradun Sonipat -- Deoband Dehradun Sonipat Muzaffrngr,17.0,261.64827391720246,3,3,Uttar Pradesh Uttarakhand Haryana,Uttar Pradesh Uttarakhand Haryana,Muzaffrngr Deoband Dehradun Sonipat,FTL,Deoband Dehradun Sonipat Muzaffrngr
271,Mumbai -- Mumbai,17.0,14.07251428833203,1,1,Maharashtra,Hub Maharashtra,Mumbai,Carting,Mumbai
272,Mumbai -- Mumbai,17.0,9.41532813216256,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
273,Nichlaul Gorakhpur Anandnagar Maharajganj -- Gorakhpur Anandnagar Maharajganj Nichlaul,17.0,87.41207872973143,1,1,Uttar Pradesh,Uttar Pradesh,Nichlaul Gorakhpur Anandnagar Maharajganj,Carting,Gorakhpur Anandnagar Maharajganj Nichlaul
274,Bijnor Najibabad Dhampur Kanth Thakurdwara Rampur Chandpur -- Najibabad Dhampur Kanth Thakurdwara Rampur Chandpur Bijnor,17.0,209.40068453936988,1,1,Uttar Pradesh,Uttar Pradesh,Bijnor Najibabad Dhampur Kanth Thakurdwara Rampur Chandpur,FTL,Najibabad Dhampur Kanth Thakurdwara Rampur Chandpur Bijnor
275,Bengaluru -- Bengaluru,17.0,27.99781542016764,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
276,Sonipat Kurukshetra Pehowa Kaithal Safidon -- Kurukshetra Pehowa Kaithal Assandh Sonipat,17.0,254.1563671984189,1,1,Haryana,Haryana,Sonipat Kurukshetra Pehowa Kaithal Safidon,FTL,Kurukshetra Pehowa Kaithal Assandh Sonipat
277,Tirunelveli Eral Tirchchndr Thisayanvilai Peikulam -- Eral Tirchchndr Thisayanvilai Peikulam Tirunelveli,17.0,129.9811359526947,1,1,Tamil Nadu,Tamil Nadu,Tirunelveli Eral Tirchchndr Thisayanvilai Peikulam,Carting,Eral Tirchchndr Thisayanvilai Peikulam Tirunelveli
278,FBD Faridabad -- Faridabad FBD,17.0,23.386042385690224,1,1,Haryana,Haryana,FBD Faridabad,Carting,Faridabad FBD
279,FBD -- Gurgaon,17.0,47.10016185857654,1,1,Haryana,Haryana,FBD,Carting,Gurgaon
280,Gurgaon -- Delhi,17.0,54.27156597207069,1,1,Delhi,Haryana,Gurgaon,Carting,Delhi
281,Chandausi Rampur Sambhal Aonla -- Rampur Sambhal Chandausi Aonla,17.0,116.45634642228552,1,1,Uttar Pradesh,Uttar Pradesh,Chandausi Rampur Sambhal Aonla,FTL,Rampur Sambhal Chandausi Aonla
282,Jalandhar Kapurthala Nakodar -- Nakodar Kapurthala Jalandhar,17.0,42.25044778911184,1,1,Punjab,Punjab,Jalandhar Kapurthala Nakodar,FTL,Nakodar Kapurthala Jalandhar
283,Warangal Husnabad Jammikunta -- Husnabad Jammikunta Warangal,17.0,90.41742376490913,1,1,Telangana,Telangana,Warangal Husnabad Jammikunta,FTL,Husnabad Jammikunta Warangal
284,Mumbai -- Bhiwandi Mumbai,16.0,21.588141214256165,1,1,Maharashtra,Hub Maharashtra,Mumbai,Carting,Bhiwandi Mumbai
285,Bengaluru -- Bengaluru,16.0,32.000053743195515,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
286,Jalandhar Ludhiana -- Chandigarh Ludhiana,16.0,147.70487438870566,2,1,Punjab,Road Punjab Punjab,Jalandhar Ludhiana,Carting,Chandigarh Ludhiana
287,Gurgaon -- Chandigarh,16.0,236.85806081490634,1,1,Punjab,Haryana,Gurgaon,FTL,Chandigarh
288,Dehradun Mussoorie -- Mussoorie Dehradun,16.0,38.67327105574277,1,1,Uttarakhand,Uttarakhand,Dehradun Mussoorie,FTL,Mussoorie Dehradun
289,Kolkata Ranchi -- Ranchi Gurgaon,16.0,881.6212636512892,2,2,Jharkhand Haryana,West Bengal Jharkhand,Kolkata Ranchi,FTL,Ranchi Gurgaon
290,Mumbai -- Mumbai,16.0,16.645213938019513,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
291,Chandigarh -- Chandigarh,16.0,31.40849326521261,1,1,Punjab,Chandigarh,Chandigarh,Carting,Chandigarh
292,Gurgaon -- Bhiwandi,16.0,1078.076311738461,1,1,Maharashtra,Haryana,Gurgaon,FTL,Bhiwandi
293,Pune -- Pune,16.0,21.799409517481237,1,1,Maharashtra,Maharashtra,Pune,Carting,Pune
294,Tumkur Doddablpur Chikblapur Bagepalli Gauribidanur -- Doddablpur Chikblapur Bagepalli Gauribidanur Tumkur,16.0,124.64552583349871,1,1,Karnataka,Karnataka,Tumkur Doddablpur Chikblapur Bagepalli Gauribidanur,Carting,Doddablpur Chikblapur Bagepalli Gauribidanur Tumkur
295,Chandigarh -- Ludhiana,16.0,87.95359905606091,1,1,Punjab,Punjab,Chandigarh,FTL,Ludhiana
